army,type,unit,u_suffix,s_type,s_count,speed,melee,range,defense,attack,nerve,rules,options,points
Basileans,Infantry,War-Wizard,,Hero,1,5,4,-,4,1,11/13,"Individual, Breath(8)",(+25 LightningBolt(3))(+30 WindBlast(5)),60
Basileans,Cavalry,War-Wizard,w/ Mount,Hero,1,9,4,-,4,1,11/13,"Individual, Breath(8)",(+25 LightningBolt(3))(+30 WindBlast(5)),75
Basileans,Large Cavalry,Gnaeus Sallustis[1],,Living Legend,1,9,3,-,5,7,15/17,"Inspiring, CS(2), Headstrong, Heal (3), Nimble",,190
Basileans,Large Infantry,Jullius[1],,Living Legend,1,10,3,-,6,8,-/16,"Very Inspiring, CS(2), TC(1), Heal(3), Twin Souls, Fly",Twin Souls: While Jullius and Samacris are both present and in play on the table they both have the Elite special rule.,275
Basileans,Large Infantry,Samacris[1],,Living Legend,1,10,3,-,5,3,-/15,"Inspiring, CS(1), Heal(7), Breath Attack(10), Lightning Bolt(5) Twin Souls, Fly, Regeneration (5+)",,230
Ogres,Infantry,Red Goblins*,,Regiment,20,5,6,5,3,10,12/14,"Bows, (This unit does not have the Brutal Special rule)",,85
Ogres,Infantry,Red Goblins*,,Horde,40,5,6,5,3,20,19/21,"Bows, (This unit does not have the Brutal Special rule)",,140
Ogres,Large Infantry,Warriors,,Regiment,3,6,3,-,5,9,12/14,CS(1),"2H(CS(2), -1DE)",130
Ogres,Large Infantry,Warriors,,Horde,6,6,3,-,5,18,15/17,CS(1),"2H(CS(2), -1DE)",200
Ogres,Large Infantry,Warriors,,Legion,12,6,3,-,5,36,22/24,CS(1),"2H(CS(2), -1DE)",350
Ogres,Large Infantry,Berserker Braves,,Regiment,3,6,4,-,4,15,-/15,CS(1),,150
Ogres,Large Infantry,Berserker Braves,,Horde,6,6,4,-,4,30,-/18,CS(1),,230
Ogres,Large Infantry,Shooters,,Regiment,3,6,4,5,4,9,12/14,"Heavy Crossbows, Reload!, Piercing(2), CS(1)",,150
Ogres,Large Infantry,Shooters,,Horde,6,6,4,5,4,18,15/17,"Heavy Crossbows, Reload!, Piercing(2), CS(1)",,230
Ogres,Large Infantry,Boomers,,Regiment,3,6,4,-,4,9,12/14,"CS(1), Breath(Att), Piercing(1)",,150
Ogres,Large Infantry,Boomers,,Horde,6,6,4,-,4,18,15/17,"CS(1), Breath(Att), Piercing(1)",,230
Ogres,Large Infantry,Hunters,,Regiment,3,6,3,-,4,9,12/14,"CS(1), Ensnare, Pathfinders",,145
Ogres,Large Infantry,Hunters,,Horde,6,6,3,-,4,18,15/17,"CS(1), Ensnare, Pathfinders",,220
Ogres,Large Infantry,Siege Breakers,,Regiment,3,5,3,-,4,9,12/14,"CS(3), TC(1), Big Shield",,165
Ogres,Large Infantry,Siege Breakers,,Horde,6,5,3,-,4,18,15/17,"CS(3), TC(1), Big Shield",,250
Ogres,Cavalry,Red Goblin Scouts*,,Troop,5,10,4,-,4,7,9/11,"TC(1), Nimble, (This unit does not have the Brutal Special rule)",,100
Ogres,Cavalry,Red Goblin Scouts*,,Regiment,10,10,4,-,4,14,12/14,"TC(1), Nimble, (This unit does not have the Brutal Special rule)",,155
Ogres,Large Cavalry,Warrior Chariot,,Regiment,3,7,3,-,5,12,12/14,"CS(1), TC(2), 50x100mm base size",,170
Ogres,Large Cavalry,Warrior Chariot,,Horde,6,7,3,-,5,24,15/17,"CS(1), TC(2), 50x100mm base size",,265
Ogres,Monster,Mammoth,,Monster,1,7,4,-,5,12,15/17,"CS(2), TC(2), 50x100mm Base Size","Mount on it a Ballista – Range 36”, Ra 5+, 2 attacks, Blast (D3), Piercing (2) – for +10 pts.",210
Ogres,Monster,Red Goblin Blaster?,,Monster,1,5,6,-,5,1,8/10,"(This unit does not have the Brutal Special rule), Height 3, use 1st edition special rules, 50x100mm base size",,65
Ogres,Monster,Giant,,Monster,1,7,4,-,5,1D6+6,17/19,"CS(3), Brutal, Fury, Strider",,190
Ogres,Large Infantry,Army Standard,,Hero,1,6,3,-,4,3,11/13,"CS(1), Nimble, Inspiring",,70
Ogres,Large Cavalry,Army Standard,w/ Chariot,Hero,1,7,3,-,5,3,11/13,"CS(1), TC(2), Inspiring, 50x100mm base size",,85
Ogres,Large Infantry,Ogre Warlock,,Hero,1,6,4,-,4,2,12/14,"CS(1), Nimble, Inspiring(Braves only), LightningBolt(3), gains an additional dice for spells for each unit of Braves within 6""",(+30 WindBlast(5))(+30 Breath(12)),100
Ogres,Large Infantry,Captain,,Hero,1,6,3,-,5,5,13/15,"CS(2), Nimble, Inspiring","2H(CS3, -1DE)",135
Ogres,Large Cavalry,Captain,w/ Chariot,Hero,1,7,3,-,5,5,13/15,"CS(2), TC(2), Inspiring, 50x100mm base size","2H(CS3, -1DE)",150
Ogres,Large Infantry,Captain,w/ Heavy Crossbow,Hero,1,6,3,5,4,5,13/15,"CS(2), Inspiring, Nimble, Heavy Crossbows, Reload, Piercing(2) ","2H(CS3, -1DE)",145
Ogres,Large Infantry,Boomer Sergeant,,Hero,1,6,4,-,4,4,11/13,"CS(1), Nimble, Breath(Att), Piercing(1)",,90
Ogres,Large Infantry,Siege Master,,Hero,1,5,3,-,4,4,12/14,"CS(3), TC(1), Inspiring(Siege Breakers Only), Nimble, Big Shield",,135
Ogres,Large Infantry,Ogre Warlord,,Hero,1,6,3,-,5,7,15/17,"CS(2), Nimble, Inspiring","2H(CS3, -1DE)",175
Ogres,Large Cavalry,Ogre Warlord,w/ Chariot,Hero,1,7,3,-,5,7,15/17,"CS(2), TC(2), Inspiring, 50x100mm base size","2H(CS3, -1DE)",190
Ogres,Large Infantry,Grokagamok[1],,Living Legend,1,6,3,-,5,7,15/17,"CS(3), Nimble, Very Inspiring, Blast(D3)",,260
Ogres,Infantry,Red Goblin Biggit,,Hero,1,5,4,4,4,3,9/11,"Bow, Individual, Inspiring","Mount on a Fleabag, increasing Speed to 10 (+15 pts)",60
Ogres,Cavalry,Red Goblin Biggit,w/ Mount,Hero,1,5,4,4,4,3,9/11,"Bow, Individual, Inspiring","Mount on a Fleabag, increasing Speed to 10 (+15 pts)",75
Ogres,Large Infantry,Molochs,,Regiment,3,5,4,-,4,12,12/15,"CS(2), Brutal. 50mm x 50mm bases",,130
Ogres,Large Infantry,Molochs,,Horde,6,5,4,-,4,24,15/18,"CS(2), Brutal. 50mm x 50mm bases",,200
Ogres,Large Infantry,Warriors,,Regiment,3,6,3,-,4,9,12/14,"CS(2), Brutal",,130
Ogres,Large Infantry,Warriors,,Horde,6,6,3,-,4,18,15/17,"CS(2), Brutal",,200
Ogres,Large Infantry,Warriors,,Legion,12,6,3,-,4,36,22/24,"CS(2), Brutal",,350
Forces of Nature,Infantry,Naiads,,Troop,10,5,4,-,3,10,9/11,"Regeneration (4+), Ensnare",,100
Forces of Nature,Infantry,Naiads,,Regiment,20,5,4,-,3,12,13/15,"Regeneration (4+), Ensnare",,140
Forces of Nature,Infantry,Naiads,,Horde,40,5,4,-,3,25,20/22,"Regeneration (4+), Ensnare",,230
Forces of Nature,Infantry,Naiad Harpooners,,Troop,10,5,5,4,3,8,9/11,"Regeneration (4+), Harpoon-gun, Piercing(1)",,120
Forces of Nature,Infantry,Naiad Harpooners,,Regiment,20,5,5,4,3,10,13/15,"Regeneration (4+), Harpoon-gun, Piercing(1)",,160
Forces of Nature,Infantry,Sylvan Kin,,Troop,10,6,4,-,4,20,10/12,Vanguard,,135
Forces of Nature,Infantry,Sylvan Kin,,Regiment,20,6,4,-,4,25,14/16,Vanguard,,190
Forces of Nature,Infantry,Salamanders,,Troop,10,5,4,-,5,10,10/12,"CS(1), Base size 25x25mm","(CS2, -1DE)",100
Forces of Nature,Infantry,Salamanders,,Regiment,20,5,4,-,5,12,14/16,"CS(1), Base size 25x25mm","(CS2, -1DE)",140
Forces of Nature,Infantry,Salamanders,,Horde,40,5,4,-,5,25,21/23,"CS(1), Base size 25x25mm","(CS2, -1DE)",230
Forces of Nature,Large Infantry,Forest Shamblers,,Regiment,3,6,4,-,5,9,-/14,"Vanguard, Shambling, CS(1)",,125
Forces of Nature,Large Infantry,Forest Shamblers,,Horde,6,6,4,-,5,18,-/17,"Vanguard, Shambling, CS(1)",,190
Forces of Nature,Large Infantry,Elementals,,Regiment,3,5,4,-,5,9,-/14,"CS(1), Shambling",,130
Forces of Nature,Large Infantry,Elementals,,Horde,6,5,4,-,5,18,-/17,"CS(1), Shambling",,200
Forces of Nature,Cavalry,Centaurs,,Troop,5,8,3,-,4,6,11/13,"CS(1), TC(1)",,100
Forces of Nature,Cavalry,Centaurs,,Regiment,10,8,3,-,4,12,14/16,"CS(1), TC(1)",,155
Forces of Nature,Cavalry,Centaur Archers,,Troop,5,8,4,5,3,6,11/13,"Bows, TC(1), Nimble",,105
Forces of Nature,Cavalry,Centaur Archers,,Regiment,10,8,4,5,3,12,14/16,"Bows, TC(1), Nimble",,165
Forces of Nature,Large Cavalry,Eagle Riders*,,Regiment,3,10,4,4,3,6,12/14,"Fly, Bows",,135
Forces of Nature,Large Cavalry,Eagle Riders*,,Horde,6,10,4,4,3,12,15/17,"Fly, Bows",,210
Forces of Nature,Large Cavalry,Naiad Sea Serpent Riders,,Regiment,3,8,3,-,4,9,12/14,"CS(1), TC(1), Regeneration(4+)",,155
Forces of Nature,Large Cavalry,Naiad Sea Serpent Riders,,Horde,6,8,3,-,4,18,15/17,"CS(1), TC(1), Regeneration(4+)",,240
Forces of Nature,Monster,Beast of Nature,,Monster,1,7,3,-,5,5,15/17,CS(2),(+30 LightningBolt(6))(+15 Breath(10))(+50 Fly & Speed 10)(+30 gains Vicious and Attacks up to 7),130
Forces of Nature,Monster,Hydra,,Monster,1,6,4,-,5,5*,15/17,"CS(2), Regeneration (5+)","*Multiple heads - in addition to the basic 5, the Hydra has a number of additional attacks equal to its current points of Damage.",140
Forces of Nature,Monster,Greater Elemental,,Monster,1,5,4,-,5,8,-/18,"CS(2), Shambling",,160
Forces of Nature,Monster,Tree Herder,,Hero,1,6,3,-,6,7,18/20,"CS(3), Vanguard, Inspiring, Surge(8)",,260
Forces of Nature,Large Cavalry,Winged Unicorn,,Hero,1,10,3,-,5,4,12/14,"TC(2), Inspiring, Fly, Heal(7)",(+15 BaneChant()2)(+20 LightningBolt(5))(+20 WindBlast(5)),170
Forces of Nature,Cavalry,Unicorn,,Hero,1,10,3,-,5,3,11/13,"TC(2), Individual, Heal(5)",,120
Forces of Nature,Monster,Pegasus,,Hero,1,10,3,-,4,3,10/12,"TC(1), Fly",,80
Forces of Nature,Infantry,Druid,,Hero,1,5,5,-,4,1,10/12,"Individual, Inspiring, Heal(2)",(+20 LightningBolt(3)) (+30 WindBlast(5)) (+40 Surge(7)) (+15 BaneChant(2)) (+15 Wild Companion),65
Forces of Nature,Cavalry,Druid,w/ Mount,Hero,1,9,5,-,4,1,10/12,"Individual, Inspiring, Heal(2)",(+20 LightningBolt(3)) (+30 WindBlast(5)) (+40 Surge(7)) (+15 BaneChant(2)) (+15 Wild Companion),80
Forces of Nature,Cavalry,Centaur Chief,,Hero,1,8,3,4,4,4,11/13,"Individual, Inspiring, CS(2), TC(1)",(+10 Bow) (+15 Wild Companion),105
Forces of Nature,Infantry,Naiad Stalker,,Hero,1,6,3,4,4,4,11/13,"CS(1), Individual, Inspiring (Naiads Only), Regeneration (4+), Stealthy","(+20 Harpoon-gun, gaining Piercing (1)) (+10 Wild Companion)",90
Forces of Nature,Infantry,Salamander Veteran,,Hero,1,5,3,-,5,4,11/13,"CS(2), Individual, Inspiring (Salamanders Only)",(+10 Wild Companion),85
Forces of Nature,Large Infantry,Forest Warden,,Hero,1,6,4,-,5,3,11/13,"CS(2), Vanguard, Nimble",,75
Forces of Nature,Infantry,Keris[1],,Living Legend,1,5,4,-,4,1,12/14,"Individual, Inspiring, Heal(1), Lightning Bolt(2), Breath(7), Surge(8), Solar Staff ",(+10 Wild Companion),160
Forces of Nature,Infantry,Shaarlyot[1],,Living Legend,1,10,4,-,3,1,12/14,"Individual, Fly, Inspiring, Breath Attack(10), Wind Blast (7)",(+10 Wild Companion),150
Forces of Nature,Monster,Tree Herder,,Hero,1,6,3,-,6,5,18/20,"CS(3), Vanguard, Surge(8), Inspiring",,260
Forces of Nature,Infantry,The Green Lady[1],,Living Legend,1,10,-,-,6,0,14/16,"Fly, Inspiring, Regeneration (5+), Heal(8), The Sylvan Guard, Elite",(+10 Wild Companion),200
Forces of the Abyss,Infantry,Lower Abyssals,,Troop,10,5,4,-,4,10,10/12,Regeneration(5+),"2H(CS(1), -1 DE)",85
Forces of the Abyss,Infantry,Lower Abyssals,,Regiment,20,5,4,-,4,12,14/16,Regeneration(5+),"2H(CS(1), -1 DE)",120
Forces of the Abyss,Infantry,Lower Abyssals,,Horde,40,5,4,-,4,25,21/23,Regeneration(5+),"2H(CS(1), -1 DE)",200
Forces of the Abyss,Infantry,Abyssal Guard,,Troop,10,5,3,-,5,10,11/13,Regeneration(5+),"2H(CS(1), -1 DE)",110
Forces of the Abyss,Infantry,Abyssal Guard,,Regiment,20,5,3,-,5,12,15/17,Regeneration(5+),"2H(CS(1), -1 DE)",160
Forces of the Abyss,Infantry,Flamebearers,,Troop,10,5,5,4,3,8,10/12,"Firebolt, Piercing (1), Regeneration (5+)",,105
Forces of the Abyss,Infantry,Flamebearers,,Regiment,20,5,5,4,3,10,14/16,"Firebolt, Piercing (1), Regeneration (5+)",,140
Forces of the Abyss,Infantry,Succubi,,Troop,10,6,3,-,3,20,10/12,"Ensnare, Stealthy",,135
Forces of the Abyss,Infantry,Succubi,,Regiment,20,6,3,-,3,25,14/16,"Ensnare, Stealthy",,190
Forces of the Abyss,Infantry,Gargoyles*,,Troop,10,10,4,-,3,8,9/11,"Fly, Vicious, Regeneration (3+), Base Size 25x25mm. (This unit does not have the Fury special rule)",,80
Forces of the Abyss,Infantry,Fleshlings,,Troop,10,5,5,-,4,10,10/12,,"2H(CS(1), -1 DE)",65
Forces of the Abyss,Infantry,Fleshlings,,Regiment,20,5,5,-,4,12,14/16,,"2H(CS(1), -1 DE)",90
Forces of the Abyss,Infantry,Fleshlings,,Horde,40,5,5,-,4,25,21/23,,"2H(CS(1), -1 DE)",150
Forces of the Abyss,Infantry,Larvae*,,Horde,40,5,6,-,4,25,-/22,"Shambling, Ensnare",,130
Forces of the Abyss,Infantry,Larvae*,,Legion,60,5,6,-,4,30,-/28,"Shambling, Ensnare",,190
Forces of the Abyss,Large Infantry,Molochs,,Regiment,3,5,4,-,4,12,12/15,"CS(2), Brutal. 50mm x 50mm bases",,130
Forces of the Abyss,Large Infantry,Molochs,,Horde,6,5,4,-,4,24,15/18,"CS(2), Brutal. 50mm x 50mm bases",,200
Forces of the Abyss,Large Infantry,Imps*,,Regiment,3,5,5,-,3,12,11/13,"Height 0, Vicious",,70
Forces of the Abyss,Large Infantry,Imps*,,Horde,6,5,5,-,3,24,14/16,"Height 0, Vicious",,105
Forces of the Abyss,Large Infantry,Tortured Souls,,Regiment,3,10,4,-,4,9,-/15,"Fly, Shambling, CS(2), Life Leech (2)",,145
Forces of the Abyss,Large Infantry,Tortured Souls,,Horde,6,10,4,-,4,18,-/18,"Fly, Shambling, CS(2), Life Leech (2)",,220
Forces of the Abyss,Cavalry,Abyssal Horsemen,,Troop,5,8,3,-,5,9,11/13,"CS(1), TC(1)",,140
Forces of the Abyss,Cavalry,Abyssal Horsemen,,Regiment,10,8,3,-,5,18,14/16,"CS(1), TC(1)",,215
Forces of the Abyss,Cavalry,Hellhounds,,Troop,5,9,4,-,4,15,10/12,"TC(1), Nimble, Height 1",,125
Forces of the Abyss,Monster,Chroneas [1],,Living Legend,1,5,-,-,5,-,16/18,"Pathfinder, Breath(20), Piercing(1), Tempus (This unit cannot be disordered)",,210
Forces of the Abyss,Infantry,Abyssal Champion,,Hero,1,5,3,-,5,5,13/15,"CS(1), Individual, Inspiring, Regeneration(5+)","(+40 LightningBolt(5)) (Mount on a speed 8 Horse for +20)(Wings, +40 pts, Gain Fly)",135
Forces of the Abyss,Cavalry,Abyssal Champion,w/ Mount,Hero,1,8,3,-,5,5,13/15,"CS(1), Individual, Inspiring, Regeneration(5+)","(+40 LightningBolt(5)) (Mount on a speed 8 Horse for +20)(Wings, +40 pts, Gain Fly)",155
Forces of the Abyss,Infantry,Abyssal Champion,w/ Wings,Hero,1,10,3,-,5,5,13/15,"CS(1), Individual, Inspiring, Regeneration(5+)","(+40 LightningBolt(5)) (Mount on a speed 8 Horse for +20)(Wings, +40 pts, Gain Fly)",175
Forces of the Abyss,Infantry,Abyssal Harbinger,,Hero,1,5,5,4,4,1,10/12,"Firebolt. Piercing (1), Individual, Inspiring, Regeneration (5+)","(+15 Mount, increase speed to 8 and change to Cavalry",60
Forces of the Abyss,Cavalry,Abyssal Harbinger,w/ Mount,Hero,1,8,5,4,4,1,10/12,"Firebolt. Piercing (1), Individual, Inspiring, Regeneration (5+)","(+15 Mount, increase speed to 8 and change to Cavalry",75
Forces of the Abyss,Monster,Archfiend of the Abyss,,Hero,1,7,3,-,5,9,16/18,"CS(2), TC(2) Inspiring, Brutal, Vicious","(+25 LightningBolt(5)), (+50 Fly & Speed 10)",250
Forces of the Abyss,Monster,Archfiend of the Abyss,w/ Wings,Hero,1,10,3,-,5,9,16/18,"CS(2), TC(2) Inspiring, Brutal, Vicious","(+25 LightningBolt(5)), (+50 Fly & Speed 10)",300
Forces of the Abyss,Large Infantry,"Demon Lord Ba’el, Bane of the
Mortal Kingdoms [1]",,Living Legend,1,10,3,-,5,9,16/19,"Brutal, Inspiring, Vicious, Fly, Regeneration (5+), Crushing Strength (2), Thunderous, Charge (2), Lightning Bolt (5), Fury. From the Pit I curse thee! 
This ability is a ranged attack that can be used once per game. When this ranged attack is used,
all enemy units within 6” of Ba’el become Disordered.",Hero of Renown +50 pts,360
Forces of the Abyss,Infantry,Temptress,,Hero,1,6,3,-,4,5,11/13,"Individual, Ensnare, Stealthy, Inspiring(Succubi only)","(+30, Fly  & Speed 10) (+30 Wind Blast (6))(+15 BaneChant(2))",90
Forces of the Abyss,Infantry,Efreet,,Hero,1,7,4,-,4,1,11/13,"Individual, Pathfinder Breath(20)",,135
Forces of the Abyss,Monster,The Well of Souls[1],,Living Legend,1,10,4,-,5,10,-/20,"Fly, Inspiring, Shambling, Life Leech (5), CS(2)

The Well of Souls pulls the life force from the enemy and feeds the Abyssal army.

When the Well of Souls is given an order, it may put up to 20 points of damage on itself. However, this cannot take it to more than 20 damage in total. For each point of damage taken in this way, it may remove one point of damage from a friendly non-Allied unit within 9"". The Well of Souls will not take a nerve test for damage taken in this way.",,275
Forces of the Abyss,Large Infantry,The Lord of Lies[1],,Living Legend,1,10,3,-,5,5,15/20,"Fly, CS(2), TC(2), Inspiring, LightningBolt(7), Stealthy, Ensnare",,300
Forces of the Abyss,Infantry,Ba'su'su the Vile[1],,Living Legend,1,10,3,-,5,8,15/17,"CS(2), Fly, Individual, Inspiring(Gargoyles Only), Regeneration (5+). 25x25mm base. Vicious. Does not have Fury",Vile Spawn,220
Ratkin,Infantry,Tunnel Slaves*,,Regiment,20,6,5,-,2,12,12/14,Yellow-Bellied,,60
Ratkin,Infantry,Tunnel Slaves*,,Horde,40,6,5,-,2,25,19/21,Yellow-Bellied,,100
Ratkin,Infantry,Tunnel Slaves*,,Legion,60,6,5,-,2,30,25/27,Yellow-Bellied,,145
Ratkin,Infantry,Warriors,,Regiment,20,6,5,-,4,12,12/14,,,90
Ratkin,Infantry,Warriors,,Horde,40,6,5,-,4,25,19/21,,,150
Ratkin,Infantry,Spear Warriors,,Regiment,20,6,5,-,4,15,12/14,Phalanx,,110
Ratkin,Infantry,Spear Warriors,,Horde,40,6,5,-,4,30,19/21,Phalanx,,180
Ratkin,Infantry,Shock Troops,,Troop,10,6,4,-,4,10,9/11,"CS(1), Vicious, Elite",,95
Ratkin,Infantry,Shock Troops,,Regiment,20,6,4,-,4,12,13/15,"CS(1), Vicious, Elite",,135
Ratkin,Infantry,Shock Troops,,Horde,40,6,4,-,4,25,20/22,"CS(1), Vicious, Elite",,225
Ratkin,Infantry,Blight,,Regiment,20,6,4,-,3,15,-/14,"Ensnare, Stealthy",,120
Ratkin,Infantry,Blight,,Horde,40,6,4,-,3,30,-/21,"Ensnare, Stealthy",,200
Ratkin,Infantry,Clawshots,,Troop,5,6,5,4,4,5,8/10,"Long Barrelled Rifles, Piercing(2) Reload!, 25mm x 50mm bases",,90
Ratkin,Infantry,Scurriers,,Troop,10,6,5,4,3,8,9/11,"Throwing Weapons, Nimble, Vicious",Swap Throwing Weapons for Light Crossbows (treat as Bows) for 20 points,110
Ratkin,Cavalry,Hackpaws,,Troop,5,9,4,-,3,8,9/11,"Vicious, Nimble, TC(1)",,95
Ratkin,Cavalry,Hackpaws,,Regiment,10,9,4,-,3,16,12/14,"Vicious, Nimble, TC(1)",,145
Ratkin,Large Infantry,Brutes,,Regiment,3,6,4,-,4,9,10/13,"CS(2), Fury, Regeneration(5+), Brutal",,115
Ratkin,Large Infantry,Brutes,,Horde,6,6,4,-,4,18,13/16,"CS(2), Fury, Regeneration(5+), Brutal",,180
Ratkin,Large Infantry,Vermintide*,,Regiment,3,6,5,-,3,9,9/11,"Nimble, Vicious, Height 0",,60
Ratkin,Large Infantry,Vermintide*,,Horde,6,6,5,-,3,18,12/14,"Nimble, Vicious, Height 0",,90
Ratkin,War Engine,Weapon Team,,War Engine,1,6,-,-,4,10,8/10,"Breath Attack(Att), Nimble",Storm of lead: Add Piercing(1) for +20 pts,60
Ratkin,War Engine,Shredder,,War Engine,1,6,-,5,4,3,8/10,"Reload!, Blast(D3), Piercing(2).",,90
Ratkin,War Engine,Artillery,,War Engine,1,6,-,5,4,2,8/10,"Reload!, Blast(D3+1), Piercing(1), Indirect. Vicious.",,90
Ratkin,Monster,Mutant Rat-fiend,,Monster,1,7,4,-,4,10,-/17,"CS(2), TC(1), Regeneration (5+), Vicious. Strider",,200
Ratkin,Monster,Death Engine,,Monster,1,6,4,-,5,1D6+7,-/16,CS(1) TC(1). Rallying! (1) 50mmx100mm base,"May take one of the following options:

Bloody Carnage: Crushing Strength increased to (2) and gains Vicious for +25 points
OR
Vile Sorcery: (Range 18”, Ra 4+, Piercing (2)) + 40 points",170
Ratkin,Infantry,Blight Lord,,Hero,1,6,4,-,4,4,-/12,"Individual, CS(2), Ensnare, Stealthy, Inspiring (Blight only)",Bane-chant (3) for +20pts,95
Ratkin,Infantry,Enforcer,,Hero,1,6,4,-,4,3,9/11,"CS(1), Individual, Rallying! (1)",Mount on fleabag increasing speed to 9 and becoming Cavalry for +15pts,45
Ratkin,Cavalry,Enforcer,w/ Mount,Hero,1,9,4,-,4,3,9/11,"CS(1), Individual, Rallying! (1)",Mount on fleabag increasing speed to 9 and becoming Cavalry for +15pts,60
Ratkin,Infantry,War chief,,Hero,1,6,3,-,5,5,11/13,"Individual, Inspiring, CS(1)","Mount on fleabag, increasing Speed to 9 (+20 pts)

(CS(2), -1DE) for free",110
Ratkin,Cavalry,War chief,w/ Mount,Hero,1,9,3,-,5,5,11/13,"Individual, Inspiring, CS(1)","Mount on fleabag, increasing Speed to 9 (+20 pts)

(CS(2), -1DE) for free",130
Ratkin,Infantry,Warlock,,Hero,1,6,5,-,4,1,9/11,"Individual, LightningBolt(5)","Wind Blast (5) for +15pts, Bane-chant (3) for +20pts, Heal(3) for +15pts. Mount on fleabag, increasing Speed to 9 (+15 pts)",90
Ratkin,Cavalry,Warlock,w/ Mount,Hero,1,9,5,-,4,1,9/11,"Individual, LightningBolt(5)","Wind Blast (5) for +15pts, Bane-chant (3) for +20pts, Heal(3) for +15pts. Mount on fleabag, increasing Speed to 9 (+15 pts)",105
Ratkin,Infantry,Assassin,,Hero,1,6,3,3,4,4,10/12,"Throwing Weapons, Stealthy, Vanguard, CS(1), Individual, Piercing(1), Vicious",,100
Ratkin,Infantry,Swarm-crier,,Hero,1,6,5,-,4,1,8/10,"Individual, Inspiring",Mount on fleabag increasing speed to 9 and becoming Cavalry for +15pts,45
Ratkin,Monster,Demonspawn [1],,Living Legend,1,6,3,-,5,13,16/18,"LightningBolt(5), CS(3). Inspiring, Rallying! (2)",Gain Speed 10 and Fly for +50 pts,290
Salamanders,Infantry,Salamander Primes,,Troop,10,5,4,-,5,10,10/12,Pathfinder,"(CS2, -1DE)",100
Salamanders,Infantry,Salamander Primes,,Regiment,20,5,4,-,5,12,14/16,Pathfinder,"(CS2, -1DE)",140
Salamanders,Infantry,Salamander Primes,,Horde,40,5,4,-,5,25,21/23,Pathfinder,"(CS2, -1DE)",230
Salamanders,Infantry,Salamander Unblooded,,Troop,10,5,4,-,4,10,9/11,,,80
Salamanders,Infantry,Salamander Unblooded,,Regiment,20,5,4,-,4,12,13/15,,,115
Salamanders,Infantry,Salamander Unblooded,,Horde,40,5,4,-,4,25,20/22,,,190
Salamanders,Infantry,Ancients,,Troop,10,5,3,-,5,10,-/13,,"(CS2, -1DE)",120
Salamanders,Infantry,Ancients,,Regiment,20,5,3,-,5,12,-/17,,"(CS2, -1DE)",170
Salamanders,Infantry,Corsairs,,Troop,10,5,4,5,4,10,10/12,"Pistols, Vanguard, Piercing (1)",,115
Salamanders,Infantry,Ceremonial Guard,,Troop,10,5,4,-,5,10,10/12,Phalanx,,110
Salamanders,Infantry,Ceremonial Guard,,Regiment,20,5,4,-,5,15,14/16,Phalanx,,160
Salamanders,Infantry,Ghekkotah Warriors,,Troop,10,6,5,-,3,15,8/10,"Vicious, Does not have CS(1). 20x20mm bases.",,70
Salamanders,Infantry,Ghekkotah Warriors,,Regiment,20,6,5,-,3,20,12/14,"Vicious, Does not have CS(1). 20x20mm bases.",,100
Salamanders,Infantry,Ghekkotah Warriors,,Horde,40,6,5,-,3,30,19/21,"Vicious, Does not have CS(1). 20x20mm bases.",,165
Salamanders,Infantry,Ghekkotah Hunters*,,Troop,10,7,5,5,3,8,10/12,"Vicious, Pathfinder, Nimble, Blowpipes(treat as thrown weapons).Does not have CS(1). 20x20mm bases.","Chamelon Cloak: +10 pts, Grants the Stealthy special rule

Can swap Blowpipes for Bows for +20pts",100
Salamanders,Large Infantry,Fire Elementals,,Regiment,3,6,4,-,5,9,-/14,"CS(2), Shambling, Pathfinder",,130
Salamanders,Large Infantry,Fire Elementals,,Horde,6,6,4,-,5,18,-/17,"CS(2), Shambling, Pathfinder",,200
Salamanders,Large Infantry,Tyrants,,Regiment,3,5,4,-,5,9,12/15,"CS(2), Fury, Brutal",,135
Salamanders,Large Infantry,Tyrants,,Horde,6,5,4,-,5,18,15/18,"CS(2), Fury, Brutal",,210
Salamanders,Large Infantry,Ember Sprites*,,Regiment,3,5,5,-,3,6,10/12,"Vicious, Height 0, Breath Attack (Att). Does do not have Crushing Strength.",,80
Salamanders,Large Infantry,Ember Sprites*,,Horde,6,5,5,-,3,12,13/15,"Vicious, Height 0, Breath Attack (Att). Does do not have Crushing Strength.",,125
Salamanders,Cavalry,Kaisenor Lancers,,Troop,5,8,4,-,4,9,11/13,TC(1),,110
Salamanders,Cavalry,Kaisenor Lancers,,Regiment,10,8,4,-,4,18,14/16,TC(1),,170
Salamanders,Large Cavalry,Ghekkotah Skyraiders*,,Regiment,3,10,4,4,3,6,12/14,"Fly, Vicious, Blowpipes(treat as thrown weapons) Does not have CS(1)",,130
Salamanders,Large Cavalry,Ghekkotah Skyraiders*,,Horde,6,10,4,4,3,12,15/17,"Fly, Vicious, Blowpipes(treat as thrown weapons) Does not have CS(1)",,200
Salamanders,Large Cavalry,Ancients on Rhinosaurs,,Regiment,3,7,3,-,5,9,-/15,"CS(2), TC(2), Brutal",,180
